 SMPL    1952.1   2029.4 ;
 LOAD AG1      ;
  -0.91650770000E-01 -0.93235450000E-01 -0.94779020000E-01 -0.96282170000E-01
  -0.97773170000E-01 -0.99252080000E-01 -0.10065987000E+00 -0.10199735000E+00
  -0.10332428000E+00 -0.10464072000E+00 -0.10591296000E+00 -0.10714107000E+00
  -0.10835892000E+00 -0.10956668000E+00 -0.11066594000E+00 -0.11165799000E+00
  -0.11264191000E+00 -0.11361764000E+00 -0.11435953000E+00 -0.11487042000E+00
  -0.11537712000E+00 -0.11587963000E+00 -0.11661865000E+00 -0.11759031000E+00
  -0.11855303000E+00 -0.11950699000E+00 -0.12053813000E+00 -0.12164504000E+00
  -0.12274142000E+00 -0.12382738000E+00 -0.12503024000E+00 -0.12634828000E+00
  -0.12765397000E+00 -0.12894750000E+00 -0.12949473000E+00 -0.12930598000E+00
  -0.12911908000E+00 -0.12893398000E+00 -0.12900128000E+00 -0.12931745000E+00
  -0.12963059000E+00 -0.12994085000E+00 -0.13019377000E+00 -0.13039024000E+00
  -0.13058486000E+00 -0.13077762000E+00 -0.13091916000E+00 -0.13101023000E+00
  -0.13110050000E+00 -0.13118988000E+00 -0.13119915000E+00 -0.13112943000E+00
  -0.13106037000E+00 -0.13099194000E+00 -0.13077483000E+00 -0.13041104000E+00
  -0.13005063000E+00 -0.12969356000E+00 -0.12928506000E+00 -0.12882582000E+00
  -0.12837072000E+00 -0.12791962000E+00 -0.12739184000E+00 -0.12678823000E+00
  -0.12618993000E+00 -0.12591901000E+00 -0.12541838000E+00 -0.12463105000E+00
  -0.12385076000E+00 -0.12301317000E+00 -0.12227267000E+00 -0.12130110000E+00
  -0.12023288000E+00 -0.11904169000E+00 -0.11823131000E+00 -0.11680922000E+00
  -0.11554991000E+00 -0.11439369000E+00 -0.11316992000E+00 -0.11167889000E+00
  -0.11027234000E+00 -0.10900928000E+00 -0.10794579000E+00 -0.10669244000E+00
  -0.10549702000E+00 -0.10432349000E+00 -0.10346458000E+00 -0.10236290000E+00
  -0.10136651000E+00 -0.10051433000E+00 -0.99963650000E-01 -0.99042140000E-01
  -0.98379730000E-01 -0.97713600000E-01 -0.97136960000E-01 -0.96329230000E-01
  -0.95595230000E-01 -0.94949830000E-01 -0.94166720000E-01 -0.93076630000E-01
  -0.92143600000E-01 -0.91378930000E-01 -0.90643450000E-01 -0.89721540000E-01
  -0.88947360000E-01 -0.88079460000E-01 -0.86937940000E-01 -0.85865380000E-01
  -0.84903730000E-01 -0.84023690000E-01 -0.83176590000E-01 -0.82187950000E-01
  -0.81503040000E-01 -0.80982910000E-01 -0.80478350000E-01 -0.79956320000E-01
  -0.79589610000E-01 -0.79405120000E-01 -0.79204140000E-01 -0.78924640000E-01
  -0.78659850000E-01 -0.78331420000E-01 -0.77966510000E-01 -0.77556160000E-01
  -0.77127560000E-01 -0.76844780000E-01 -0.76606810000E-01 -0.76354430000E-01
  -0.75995040000E-01 -0.75748610000E-01 -0.75448950000E-01 -0.75037910000E-01
  -0.74532230000E-01 -0.74124070000E-01 -0.73870210000E-01 -0.73516360000E-01
  -0.73143280000E-01 -0.72859510000E-01 -0.72674630000E-01 -0.72023010000E-01
  -0.71311340000E-01 -0.70852850000E-01 -0.70383650000E-01 -0.69727570000E-01
  -0.69359200000E-01 -0.71523080000E-01 -0.71353530000E-01 -0.71095530000E-01
  -0.70979350000E-01 -0.70987530000E-01 -0.70983580000E-01 -0.70922390000E-01
  -0.70926480000E-01 -0.70959760000E-01 -0.70555360000E-01 -0.69325020000E-01
  -0.67834450000E-01 -0.66682970000E-01 -0.65542540000E-01 -0.64416790000E-01
  -0.63469820000E-01 -0.62633800000E-01 -0.59786530000E-01 -0.58891220000E-01
  -0.59786530000E-01 -0.58891220000E-01 -0.57955280000E-01 -0.56720370000E-01
  -0.55539190000E-01 -0.54613400000E-01 -0.53689490000E-01 -0.52425610000E-01
  -0.51228630000E-01 -0.50244100000E-01 -0.49215310000E-01 -0.47983630000E-01
  -0.46886280000E-01 -0.45941400000E-01 -0.44913040000E-01 -0.43805030000E-01
  -0.42962330000E-01 -0.42192910000E-01 -0.41256430000E-01 -0.40085020000E-01
  -0.38947360000E-01 -0.36288380000E-01 -0.35198650000E-01 -0.33852640000E-01
  -0.32647440000E-01 -0.31594160000E-01 -0.32647440000E-01 -0.31594160000E-01
  -0.27639860000E-01 -0.26551030000E-01 -0.25683570000E-01 -0.25031680000E-01
  -0.24802040000E-01 -0.24531170000E-01 -0.23948390000E-01 -0.23104700000E-01
  -0.22422360000E-01 -0.21876030000E-01 -0.21127990000E-01 -0.20283730000E-01
  -0.19547430000E-01 -0.18810840000E-01 -0.17917940000E-01 -0.16847350000E-01
  -0.15893450000E-01 -0.15028550000E-01 -0.14036630000E-01 -0.12887280000E-01
  -0.11924100000E-01 -0.11163880000E-01 -0.10327410000E-01 -0.93257400000E-02
  -0.85298400000E-02 -0.78308000000E-02 -0.71370900000E-02 -0.64787000000E-02
  -0.58416400000E-02 -0.53047000000E-02 -0.47658200000E-02 -0.43047300000E-02
