 SMPL    1952.1   2013.3 ;
 LOAD C        ;
   0.35775000000E+03  0.36437500000E+03  0.36867500000E+03  0.37620000000E+03
   0.37990000000E+03  0.38315000000E+03  0.38320000000E+03  0.38120000000E+03
   0.38415000000E+03  0.38857500000E+03  0.39447500000E+03  0.40072500000E+03
   0.40665000000E+03  0.41207500000E+03  0.41625000000E+03  0.42362500000E+03
   0.42680000000E+03  0.42895000000E+03  0.43142500000E+03  0.43667500000E+03
   0.43897500000E+03  0.44137500000E+03  0.44527500000E+03  0.44700000000E+03
   0.44402500000E+03  0.44907500000E+03  0.45602500000E+03  0.46067500000E+03
   0.46717500000E+03  0.47360000000E+03  0.47855000000E+03  0.48210000000E+03
   0.48585000000E+03  0.49147500000E+03  0.48995000000E+03  0.49250000000E+03
   0.49545000000E+03  0.50262500000E+03  0.50420000000E+03  0.51305000000E+03
   0.51795000000E+03  0.52410000000E+03  0.52842500000E+03  0.53462500000E+03
   0.53737500000E+03  0.54220000000E+03  0.55015000000E+03  0.55505000000E+03
   0.56475000000E+03  0.57385000000E+03  0.58307500000E+03  0.58762500000E+03
   0.59622500000E+03  0.60380000000E+03  0.61297500000E+03  0.62800000000E+03
   0.63505000000E+03  0.63997500000E+03  0.64575000000E+03  0.64962500000E+03
   0.65510000000E+03  0.66205000000E+03  0.66730000000E+03  0.67187500000E+03
   0.68472500000E+03  0.69485000000E+03  0.70562500000E+03  0.71040000000E+03
   0.71755000000E+03  0.72357500000E+03  0.72802500000E+03  0.73515000000E+03
   0.74155000000E+03  0.74487500000E+03  0.75210000000E+03  0.75470000000E+03
   0.76285000000E+03  0.76922500000E+03  0.77452500000E+03  0.78575000000E+03
   0.79612500000E+03  0.80982500000E+03  0.82142500000E+03  0.83800000000E+03
   0.84955000000E+03  0.85152500000E+03  0.85590000000E+03  0.85587500000E+03
   0.85055000000E+03  0.85467500000E+03  0.85827500000E+03  0.85500000000E+03
   0.86172500000E+03  0.87507500000E+03  0.88320000000E+03  0.89230000000E+03
   0.90680000000E+03  0.91490000000E+03  0.92487500000E+03  0.93695000000E+03
   0.94625000000E+03  0.95000000000E+03  0.95897500000E+03  0.97192500000E+03
   0.98172500000E+03  0.99800000000E+03  0.10039750000E+04  0.10114500000E+04
   0.10187750000E+04  0.10211000000E+04  0.10287500000E+04  0.10346000000E+04
   0.10345250000E+04  0.10199000000E+04  0.10293000000E+04  0.10424000000E+04
   0.10449000000E+04  0.10483250000E+04  0.10500250000E+04  0.10475500000E+04
   0.10526000000E+04  0.10571500000E+04  0.10656750000E+04  0.10833250000E+04
   0.10944500000E+04  0.11116500000E+04  0.11291750000E+04  0.11437750000E+04
   0.11508750000E+04  0.11655750000E+04  0.11760500000E+04  0.11899250000E+04
   0.12091000000E+04  0.12203000000E+04  0.12394500000E+04  0.12465750000E+04
   0.12554750000E+04  0.12668500000E+04  0.12827750000E+04  0.12937750000E+04
   0.13014750000E+04  0.13167250000E+04  0.13290250000E+04  0.13356250000E+04
   0.13562250000E+04  0.13670000000E+04  0.13814750000E+04  0.13956000000E+04
   0.14031500000E+04  0.14089250000E+04  0.14213500000E+04  0.14315250000E+04
   0.14405250000E+04  0.14496000000E+04  0.14572250000E+04  0.14486000000E+04
   0.14459000000E+04  0.14585500000E+04  0.14648000000E+04  0.14665750000E+04
   0.14923250000E+04  0.15026750000E+04  0.15181500000E+04  0.15355000000E+04
   0.15408750000E+04  0.15523250000E+04  0.15695000000E+04  0.15818750000E+04
   0.15985750000E+04  0.16106250000E+04  0.16227500000E+04  0.16375000000E+04
   0.16445000000E+04  0.16592750000E+04  0.16725750000E+04  0.16832000000E+04
   0.16987500000E+04  0.17147750000E+04  0.17249500000E+04  0.17372000000E+04
   0.17538750000E+04  0.17628250000E+04  0.17900750000E+04  0.18099500000E+04
   0.18289000000E+04  0.18578000000E+04  0.18807000000E+04  0.19036250000E+04
   0.19243000000E+04  0.19508500000E+04  0.19731250000E+04  0.20007250000E+04
   0.20277250000E+04  0.20492750000E+04  0.20690000000E+04  0.20874500000E+04
   0.20937500000E+04  0.20996750000E+04  0.21059500000E+04  0.21309000000E+04
   0.21393250000E+04  0.21503750000E+04  0.21637500000E+04  0.21741750000E+04
   0.21849500000E+04  0.22069250000E+04  0.22368500000E+04  0.22530500000E+04
   0.22757750000E+04  0.22896500000E+04  0.23108250000E+04  0.23344500000E+04
   0.23530250000E+04  0.23767000000E+04  0.23943250000E+04  0.24046000000E+04
   0.24303250000E+04  0.24434750000E+04  0.24579500000E+04  0.24817000000E+04
   0.24959500000E+04  0.25040000000E+04  0.25138750000E+04  0.25175250000E+04
   0.25130500000E+04  0.25178000000E+04  0.24983750000E+04  0.24692250000E+04
   0.24610000000E+04  0.24504000000E+04  0.24656250000E+04  0.24658750000E+04
   0.24787750000E+04  0.24989000000E+04  0.25160750000E+04  0.25426000000E+04
   0.25557750000E+04  0.25651250000E+04  0.25787250000E+04  0.25945500000E+04
   0.26136250000E+04  0.26259750000E+04  0.26374500000E+04  0.26491250000E+04
   0.26642000000E+04  0.26765750000E+04  0.26872500000E+04
 'END' 
 LOAD I        ;
   0.74650000000E+02  0.75925000000E+02  0.72725000000E+02  0.77800000000E+02
   0.80450000000E+02  0.80975000000E+02  0.80250000000E+02  0.79550000000E+02
   0.78975000000E+02  0.81300000000E+02  0.84900000000E+02  0.87725000000E+02
   0.92000000001E+02  0.95075000000E+02  0.96000000000E+02  0.95150000000E+02
   0.93300000000E+02  0.93825000000E+02  0.93400000000E+02  0.92675000000E+02
   0.92300000000E+02  0.91100000000E+02  0.91425000001E+02  0.90300000000E+02
